Genotype,Spore_level,Plate,Animal,Sex,Technical_Replicate,Flourometry_Reading,Length_mm,Size_mm2,Final_length_mm,Final_Size_mm2,Total_Growth,Infected_Uninfected,Susceptible,Infected,Spores_ul,Total_Fecundity,Control_Number,Control_Technical_Replicate,Control_Flour_Reading,USE_Control_Flour_Reading,Plate_Control,Sample,TimeTillDeathDays,Censured,Growth,Age_1st_clutch,Individual_ID,Control_mean,fr_sw
Standard,0,STD_0,1,F,1,43523,1.248,1.5575,NA,NA,NA,Control,1,0,0,NA,C1,1,50048,50048,STD_0,NA,3,1,NA,NA,Standard_0_1,45836.75,0.07399519588471083
Standard,0,STD_0,1,F,2,48301,1.248,1.5575,NA,NA,NA,Control,1,0,0,NA,C1,2,50063,50063,STD_0,NA,3,1,NA,NA,Standard_0_1,45836.75,-0.074808704661805
Standard,0,STD_0,2,F,1,47008,0.922,0.8493,1.056,1.115136,0.2658,Control,1,0,0,0,C1,3,38858,38858,STD_0,NA,14,0,0.01344,NA,Standard_0_2,45836.75,-0.036045184109684825
Standard,0,STD_0,2,F,2,46553,0.922,0.8493,1.056,1.115136,0.2658,Control,1,0,0,0,C2,1,37583,NA,STD_0,NA,14,0,0.01344,NA,Standard_0_2,45836.75,-0.022150396233064213
Standard,0,STD_0,3,F,1,47450,1.306,1.7046,NA,NA,NA,Control,1,0,0,0,C2,2,36085,NA,STD_0,NA,2,1,NA,7,Standard_0_3,45836.75,-0.04941479134464214
Standard,0,STD_0,3,F,2,50218,1.306,1.7046,NA,NA,NA,Control,1,0,0,0,C2,3,44378,44378,STD_0,NA,2,1,NA,7,Standard_0_3,45836.75,-0.13041051007245247
Standard,0,STD_0,4,F,1,46119,1.306,1.7046,NA,NA,NA,Control,1,0,0,3,C3,1,35381,NA,STD_150,NA,10,1,NA,8,Standard_0_4,45836.75,-0.008769773548406598
Standard,0,STD_0,4,F,2,46851,1.306,1.7046,NA,NA,NA,Control,1,0,0,3,C3,2,39150,39150,STD_150,NA,10,1,NA,8,Standard_0_4,45836.75,-0.03126597437018719
Standard,0,STD_0,5,F,1,41011,1.325,1.7551,1.632,2.663424,0.9083,Control,1,0,0,4,C3,3,46946,46946,STD_150,1,14,0,0.03072,9,Standard_0_5,45836.75,0.1589226395878553
Standard,0,STD_0,5,F,2,43081,1.325,1.7551,1.632,2.663424,0.9083,Control,1,0,0,4,C4,1,45884,45884,STD_150,1,14,0,0.03072,9,Standard_0_5,45836.75,0.0885772949546273
Standard,0,STD_0,6,F,1,42429,1.344,1.8063,1.632,2.663424,0.8571,Control,1,0,0,6,C4,2,42817,42817,STD_150,1,14,0,0.0288,9,Standard_0_6,45836.75,0.11036297201173573
Standard,0,STD_0,6,F,2,34923,1.344,1.8063,1.632,2.663424,0.8571,Control,1,0,0,6,C4,3,41056,41056,STD_150,1,14,0,0.0288,9,Standard_0_6,45836.75,0.3884864759721055
Standard,0,STD_0,7,F,1,52396,1.286,1.6548,1.5744,2.47873536,0.8239,Control,1,0,0,6,C5,1,38633,38633,STD_300,1,14,0,0.0288,18,Standard_0_7,45836.75,-0.1910629734581643
Standard,0,STD_0,7,F,2,43521,1.286,1.6548,1.5744,2.47873536,0.8239,Control,1,0,0,6,C5,2,40687,40687,STD_300,1,14,0,0.0288,18,Standard_0_7,45836.75,0.07406084412830388
Standard,0,STD_0,8,F,1,38006,1.248,1.5575,1.5744,2.47873536,0.9212,Control,1,0,0,8,C5,3,41765,41765,STD_300,1,14,0,0.03264,11,Standard_0_8,45836.75,0.2676316130221737
Standard,0,STD_0,8,F,2,39055,1.248,1.5575,1.5744,2.47873536,0.9212,Control,1,0,0,8,C6,1,38866,38866,STD_300,1,14,0,0.03264,11,Standard_0_8,45836.75,0.22873608864632403
Standard,0,STD_0,9,F,1,37803,1.267,1.6058,1.536,2.359296,0.7535,Control,1,0,0,4,C6,2,38720,38720,STD_300,1,14,0,0.02688,9,Standard_0_9,45836.75,0.2752824379414595
Standard,0,STD_0,9,F,2,49228,1.267,1.6058,1.536,2.359296,0.7535,Control,1,0,0,4,C6,3,36937,NA,STD_300,1,14,0,0.02688,9,Standard_0_9,45836.75,-0.10196628027914689
Standard,0,STD_0,10,F,1,38848,1.152,1.3271,1.5936,2.53956096,1.2125,Control,1,0,0,5,C7,1,45949,45949,A45_0,1,14,0,0.04416,12,Standard_0_10,45836.75,0.23632796525379202
Standard,0,STD_0,10,F,2,39056,1.152,1.3271,1.5936,2.53956096,1.2125,Control,1,0,0,5,C7,2,42955,42955,A45_0,1,14,0,0.04416,12,Standard_0_10,45836.75,0.22869951066297586
Standard,0,STD_0,12,F,1,42749,1.306,1.7046,1.5936,2.53956096,0.835,Control,1,0,0,3,C8,2,39622,39622,A45_0,1,14,0,0.0288,11,Standard_0_12,45836.75,0.09962909688339484
Standard,0,STD_0,12,F,2,38233,1.306,1.7046,1.5936,2.53956096,0.835,Control,1,0,0,3,C8,3,44341,44341,A45_0,1,14,0,0.0288,11,Standard_0_12,45836.75,0.25912450583041824
Standard,0,STD_0,13,F,1,48756,1.171,1.3717,1.5552,2.41864704,1.0469,Control,1,0,0,4,C9,1,49547,49547,A45_150,2,14,0,0.0384,14,Standard_0_13,45836.75,-0.08820299382700364
Standard,0,STD_0,13,F,2,45885,1.171,1.3717,1.5552,2.41864704,1.0469,Control,1,0,0,4,C9,2,45937,45937,A45_150,2,14,0,0.0384,14,Standard_0_13,45836.75,-0.001502993080412995
Standard,0,STD_0,14,F,1,45848,1.152,1.3271,1.536,2.359296,1.0322,Control,1,0,0,7,C9,3,44655,44655,A45_150,2,14,0,0.0384,11,Standard_0_14,45836.75,-3.505801924984836e-4
Standard,0,STD_0,14,F,2,52629,1.152,1.3271,1.536,2.359296,1.0322,Control,1,0,0,7,C10,1,47551,47551,A45_150,2,14,0,0.0384,11,Standard_0_14,45836.75,-0.19740161071495702
Standard,0,STD_0,15,F,1,54500,1.133,1.2832,NA,NA,NA,Control,1,0,0,0,C10,2,38811,38811,A45_150,NA,2,1,NA,NA,Standard_0_15,45836.75,-0.2473064722207299
Standard,0,STD_0,15,F,2,57043,1.133,1.2832,NA,NA,NA,Control,1,0,0,0,C10,3,41802,41802,A45_150,NA,2,1,NA,NA,Standard_0_15,45836.75,-0.31245599754101233
Standard,0,STD_0,16,F,1,51744,1.19,1.4171,1.6128,2.60112384,1.1841,Control,1,0,0,5,C11,1,45039,45039,A45_300,2,14,0,0.04224,17,Standard_0_16,45836.75,-0.1731747318285842
Standard,0,STD_0,16,F,2,50884,1.19,1.4171,1.6128,2.60112384,1.1841,Control,1,0,0,5,C11,2,46846,46846,A45_300,2,14,0,0.04224,17,Standard_0_16,45836.75,-0.14923194454182442
Standard,0,STD_0,17,F,1,40069,1.286,1.6548,1.632,2.663424,1.0086,Control,1,0,0,7,C11,3,41467,41467,A45_300,2,14,0,0.03456,9,Standard_0_17,45836.75,0.19211886157782465
Standard,0,STD_0,17,F,2,39768,1.286,1.6548,1.632,2.663424,1.0086,Control,1,0,0,7,C12,1,47601,47601,A45_300,2,14,0,0.03456,9,Standard_0_17,45836.75,0.2028908604604514
Standard,0,STD_0,18,F,1,43964,1.286,1.6548,1.632,2.663424,1.0086,Control,1,0,0,6,C12,2,41736,41736,A45_300,2,14,0,0.03456,12,Standard_0_18,45836.75,0.05959293415433354
Standard,0,STD_0,18,F,2,36892,1.286,1.6548,1.632,2.663424,1.0086,Control,1,0,0,6,C12,3,46703,46703,A45_300,2,14,0,0.03456,12,Standard_0_18,45836.75,0.3101306367731642
Standard,0,STD_0,19,F,1,49545,1.152,1.3271,1.632,2.663424,1.3363,Control,1,0,0,2,C13,1,43403,43403,M252_0,2,14,0,0.048,12,Standard_0_19,45836.75,-0.11113596628025033
Standard,0,STD_0,19,F,2,48155,1.152,1.3271,1.632,2.663424,1.3363,Control,1,0,0,2,C13,2,46712,46712,M252_0,2,14,0,0.048,12,Standard_0_19,45836.75,-0.07048400556877171
Standard,0,STD_0,20,F,1,36826,1.248,1.5575,1.632,2.663424,1.1059,Control,1,0,0,6,C13,3,48250,48250,M252_0,2,14,0,0.0384,12,Standard_0_20,45836.75,0.3126886480995129
Standard,0,STD_0,20,F,2,36800,1.248,1.5575,1.632,2.663424,1.1059,Control,1,0,0,6,C14,1,47755,47755,M252_0,2,14,0,0.0384,12,Standard_0_20,45836.75,0.3136976084854316
Standard,0,STD_0,21,F,1,45831,1.152,1.3271,NA,NA,NA,Control,1,0,0,5,C14,2,50829,50829,M252_0,NA,14,0,NA,NA,Standard_0_21,45836.75,1.7921866141701082e-4
Standard,0,STD_0,21,F,2,51553,1.152,1.3271,NA,NA,NA,Control,1,0,0,5,C14,3,55337,55337,M252_0,NA,14,0,NA,NA,Standard_0_21,45836.75,-0.16789176225892777
Standard,0,STD_0,22,F,1,48173,1.229,1.5099,1.632,2.663424,1.1535,Control,1,0,0,4,C15,1,51036,51036,M252_150,3,14,0,0.04032,8,Standard_0_22,45836.75,-0.07101789573598331
Standard,0,STD_0,22,F,2,45739,1.229,1.5099,1.632,2.663424,1.1535,Control,1,0,0,4,C15,2,45393,45393,M252_150,3,14,0,0.04032,8,Standard_0_22,45836.75,0.003049779230392441
Standard,0,STD_0,23,F,1,47124,1.114,1.2401,1.5936,2.53956096,1.2995,Control,1,0,0,2,C15,3,50893,50893,M252_150,3,14,0,0.048,12,Standard_0_23,45836.75,-0.039566077527407796
Standard,0,STD_0,23,F,2,39105,1.114,1.2401,1.5936,2.53956096,1.2995,Control,1,0,0,2,C16,1,50547,50547,M252_150,3,14,0,0.048,12,Standard_0_23,45836.75,0.22690833580158967
Standard,0,STD_0,24,F,1,39908,1.248,1.5575,1.6128,2.60112384,1.0436,Control,1,0,0,7,C16,2,49108,49108,M252_150,3,14,0,0.03648,12,Standard_0_24,45836.75,0.19787052294775248
Standard,0,STD_0,24,F,2,39832,1.248,1.5575,1.6128,2.60112384,1.0436,Control,1,0,0,7,C16,3,44478,44478,M252_150,3,14,0,0.03648,12,Standard_0_24,45836.75,0.20059365967829415
Standard,0,STD_0,25,F,1,48598,1.229,1.5099,1.6128,2.60112384,1.0912,Control,1,0,0,1,C17,1,42577,42577,M252_300,3,14,0,0.0384,17,Standard_0_25,45836.75,-0.08356600954515499
Standard,0,STD_0,25,F,2,46890,1.229,1.5099,1.6128,2.60112384,1.0912,Control,1,0,0,1,C17,2,43585,43585,M252_300,3,14,0,0.0384,17,Standard_0_25,45836.75,-0.0324546599811536
Standard,0,STD_0,26,F,1,47179,1.19,1.4171,1.6128,2.60112384,1.1841,Control,1,0,0,8,C17,3,44031,44031,M252_300,3,14,0,0.04224,15,Standard_0_26,45836.75,-0.04123243888346653
Standard,0,STD_0,26,F,2,46427,1.19,1.4171,1.6128,2.60112384,1.1841,Control,1,0,0,8,C18,1,47131,47131,M252_300,3,14,0,0.04224,15,Standard_0_26,45836.75,-0.018278593475852273
Standard,0,STD_0,28,F,1,45453,1.286,1.6548,1.5744,2.47873536,0.8239,Control,1,0,0,3,C19,1,48628,48628,M281_0,3,14,0,0.0288,19,Standard_0_28,45836.75,0.01201049438411334
Standard,0,STD_0,28,F,2,44897,1.286,1.6548,1.5744,2.47873536,0.8239,Control,1,0,0,3,C19,2,52603,52603,M281_0,3,14,0,0.0288,19,Standard_0_28,45836.75,0.029593133919251606
Standard,0,STD_0,29,F,1,49048,1.133,1.2832,1.4784,2.18566656,0.9024,Control,1,0,0,6,C19,3,42502,42502,M281_0,3,14,0,0.03456,11,Standard_0_29,45836.75,-0.0967331990652849
Standard,0,STD_0,29,F,2,53319,1.133,1.2832,1.4784,2.18566656,0.9024,Control,1,0,0,6,C20,1,38783,38783,M281_0,3,14,0,0.03456,11,Standard_0_29,45836.75,-0.21600938475896708
Standard,0,STD_0,30,F,1,48185,1.19,1.4171,1.5936,2.53956096,1.1225,Control,1,0,0,2,C20,2,37449,NA,M281_0,NA,14,0,0.04032,12,Standard_0_30,45836.75,-0.07137371169794761
Standard,0,STD_0,30,F,2,41651,1.19,1.4171,1.5936,2.53956096,1.1225,Control,1,0,0,2,C20,3,48048,48048,M281_0,NA,14,0,0.04032,12,Standard_0_30,45836.75,0.13680113312317166
Standard,150,STD_150,1,F,1,44601,1.21,1.4631,1.536,2.359296,0.8962,Infected,0,1,73.56031816,5,C21,1,31356,NA,M281_150,1,14,0,0.03264,15,Standard_150_1,45754.444444444445,0.036475218614946604
Standard,150,STD_150,1,F,2,43891,1.21,1.4631,1.536,2.359296,0.8962,Infected,0,1,73.56031816,5,C21,2,35324,NA,M281_150,1,14,0,0.03264,15,Standard_150_1,45754.444444444445,0.05939949379412809
Standard,150,STD_150,2,F,1,44056,1.286,1.6548,1.5936,2.53956096,0.8847,Infected,0,1,85.22576818,8,C21,3,29986,NA,M281_150,1,14,0,0.03072,12,Standard_150_2,45754.444444444445,0.05403911624229369
Standard,150,STD_150,2,F,2,40124,1.286,1.6548,1.5936,2.53956096,0.8847,Infected,0,1,85.22576818,8,C22,1,31798,NA,M281_150,1,14,0,0.03072,12,Standard_150_2,45754.444444444445,0.1875918204407819
Standard,150,STD_150,3,F,1,44822,1.171,1.3717,1.6128,2.60112384,1.2294,Infected,0,1,95.79102237,6,C22,2,31514,NA,M281_150,1,14,0,0.04416,12,Standard_150_3,45754.444444444445,0.02941406145198487
Standard,150,STD_150,3,F,2,39324,1.171,1.3717,1.6128,2.60112384,1.2294,Infected,0,1,95.79102237,6,C22,3,34186,NA,M281_150,1,14,0,0.04416,12,Standard_150_3,45754.444444444445,0.2163627340358689
Standard,150,STD_150,4,F,1,49377,1.133,1.2832,NA,NA,NA,NA,NA,NA,NA,0,C23,1,39669,39669,M281_300,1,11,1,NA,NA,Standard_150_4,45754.444444444445,-0.10885113628607795
Standard,150,STD_150,4,F,2,43985,1.133,1.2832,NA,NA,NA,NA,NA,NA,NA,0,C23,2,32900,NA,M281_300,1,11,1,NA,NA,Standard_150_4,45754.444444444445,0.05634323803592591
Standard,150,STD_150,5,F,1,50122,1.19,1.4171,NA,NA,NA,NA,NA,NA,NA,0,C23,3,40764,40764,M281_300,NA,9,1,NA,NA,Standard_150_5,45754.444444444445,-0.1302444287596818
Standard,150,STD_150,5,F,2,46761,1.19,1.4171,NA,NA,NA,NA,NA,NA,NA,0,C24,1,39751,39751,M281_300,NA,9,1,NA,NA,Standard_150_5,45754.444444444445,-0.031086555493196562
Standard,150,STD_150,6,F,1,38707,1.229,1.5099,1.5936,2.53956096,1.0296,Infected,0,1,83.75,4,C24,2,43098,43098,M281_300,1,14,0,0.03648,11,Standard_150_6,45754.444444444445,0.238954958710902
Standard,150,STD_150,6,F,2,34462,1.229,1.5099,1.5936,2.53956096,1.0296,Infected,0,1,83.75,4,C24,3,40279,40279,M281_300,1,14,0,0.03648,11,Standard_150_6,45754.444444444445,0.4049023794412546
Standard,150,STD_150,7,F,1,40558,1.325,1.7551,1.5552,2.41864704,0.6636,Infected,0,1,52.70497023,7,C150_1,1,51775,51775,STD_150,NA,14,0,0.02304,12,Standard_150_7,45754.444444444445,0.1722226927533059
Standard,150,STD_150,7,F,2,41376,1.325,1.7551,1.5552,2.41864704,0.6636,Infected,0,1,52.70497023,7,C150_1,2,50440,50440,STD_150,NA,14,0,0.02304,12,Standard_150_7,45754.444444444445,0.14369704391477015
Standard,150,STD_150,8,F,1,46835,1.21,1.4631,1.536,2.359296,0.8962,Infected,0,1,96.35519825,11,C150_2,1,47658,47658,STD_150,1,14,0,0.03264,12,Standard_150_8,45754.444444444445,-0.03334550475901117
Standard,150,STD_150,8,F,2,50619,1.21,1.4631,1.536,2.359296,0.8962,Infected,NA,NA,96.35519825,11,C150_2,2,46064,46064,STD_150,1,14,0,0.03264,12,Standard_150_8,45754.444444444445,-0.1443400950778915
Standard,150,STD_150,9,F,1,49231,1.19,1.4171,NA,NA,NA,NA,NA,NA,NA,0,C150_3,1,48469,48469,A45_150,NA,2,1,NA,NA,Standard_150_9,45754.444444444445,-0.10462081864486927
Standard,150,STD_150,9,F,2,53925,1.19,1.4171,NA,NA,NA,NA,NA,NA,NA,0,C150_3,2,50633,50633,A45_150,NA,2,1,NA,NA,Standard_150_9,45754.444444444445,-0.23472179849347719
Standard,150,STD_150,10,F,1,45594,1.267,1.6058,1.536,2.359296,0.7535,Infected,0,1,103.4101047,9,C150_4,1,48508,48508,A45_150,1,14,0,0.02688,11,Standard_150_10,45754.444444444445,0.005018292020118863
Standard,150,STD_150,10,F,2,49750,1.267,1.6058,1.536,2.359296,0.7535,Infected,0,1,103.4101047,9,C150_4,2,49731,49731,A45_150,1,14,0,0.02688,11,Standard_150_10,45754.444444444445,-0.11960218610687962
Standard,150,STD_150,11,F,1,48765,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,C150_5,1,50573,50573,M252_150,NA,0,1,NA,NA,Standard_150_11,45754.444444444445,-0.09103415584884611
Standard,150,STD_150,11,F,2,41992,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,C150_5,2,51439,51439,M252_150,NA,0,1,NA,NA,Standard_150_11,45754.444444444445,0.12258544197112485
Standard,150,STD_150,12,F,1,46817,1.248,1.5575,NA,NA,NA,NA,NA,NA,NA,3,C150_6,1,53423,53423,M252_150,NA,NA,NA,NA,NA,Standard_150_12,45754.444444444445,-0.032796359283614594
Standard,150,STD_150,12,F,2,45067,1.248,1.5575,NA,NA,NA,NA,NA,NA,NA,3,C150_6,2,53850,53850,M252_150,NA,NA,NA,NA,NA,Standard_150_12,45754.444444444445,0.02162665995240216
Standard,150,STD_150,13,F,1,43216,1.21,1.4631,1.5168,2.30068224,0.8376,Infected,0,1,84.96936392,6,C150_7,1,33445,NA,M281_150,2,14,0,0.03072,11,Standard_150_13,45754.444444444445,0.08154019468503769
Standard,150,STD_150,13,F,2,36210,1.21,1.4631,1.5168,2.30068224,0.8376,Infected,0,1,84.96936392,6,C150_7,2,50897,50897,M281_150,2,14,0,0.03072,11,Standard_150_13,45754.444444444445,0.33421944221748034
Standard,150,STD_150,14,F,1,41898,1.152,1.3271,1.536,2.359296,1.0322,Infected,0,1,53.50132257,8,C150_8,1,40162,40162,M281_150,2,14,0,0.0384,9,Standard_150_14,45754.444444444445,0.12578691462547556
Standard,150,STD_150,14,F,2,43471,1.152,1.3271,1.536,2.359296,1.0322,Infected,0,1,53.50132257,8,C150_8,2,39152,39152,M281_150,2,14,0,0.0384,9,Standard_150_14,45754.444444444445,0.07313554888978757
Standard,150,STD_150,15,F,1,43441,1.248,1.5575,1.5744,2.47873536,0.9212,Infected,0,1,42.81507919,4,C300_1,1,41791,41791,STD_300,2,14,0,0.03264,13,Standard_150_15,45754.444444444445,0.07412176815891607
Standard,150,STD_150,15,F,2,47810,1.248,1.5575,1.5744,2.47873536,0.9212,Infected,0,1,42.81507919,4,C300_1,2,43888,43888,STD_300,2,14,0,0.03264,13,Standard_150_15,45754.444444444445,-0.06277984186889415
Standard,150,STD_150,16,F,1,45726,1.344,1.8063,1.5936,2.53956096,0.7332,Infected,0,1,110.7902004,10,C300_2,1,40023,40023,STD_300,NA,14,0,0.02496,7,Standard_150_16,45754.444444444445,8.883848825007859e-4
Standard,150,STD_150,16,F,2,47980,1.344,1.8063,1.5936,2.53956096,0.7332,Infected,0,1,110.7902004,10,C300_2,2,45600,45600,STD_300,NA,14,0,0.02496,7,Standard_150_16,45754.444444444445,-0.06785046297394637
Standard,150,STD_150,17,F,1,43942,1.325,1.7551,1.5168,2.30068224,0.5456,Infected,0,1,46.2327142,0,C300_3,1,43567,43567,A45_300,2,14,0,0.0192,NA,Standard_150_17,45754.444444444445,0.057740501136582384
Standard,150,STD_150,17,F,2,36924,1.325,1.7551,1.5168,2.30068224,0.5456,Infected,0,1,46.2327142,0,C300_3,2,42259,42259,A45_300,2,14,0,0.0192,NA,Standard_150_17,45754.444444444445,0.30632455314554424
Standard,150,STD_150,18,F,1,43269,1.286,1.6548,1.4592,2.12926464,0.4744,Infected,0,1,58.13939251,6,C300_4,1,39409,39409,A45_300,2,14,0,0.01728,12,Standard_150_18,45754.444444444445,0.07978927151471882
Standard,150,STD_150,18,F,2,41273,1.286,1.6548,1.4592,2.12926464,0.4744,Infected,0,1,58.13939251,6,C300_4,2,49180,49180,A45_300,2,14,0,0.01728,12,Standard_150_18,45754.444444444445,0.14725771454160783
Standard,150,STD_150,19,F,1,44763,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,C300_5,1,37630,NA,M252_300,NA,0,1,NA,NA,Standard_150_19,45754.444444444445,0.03129575429055967
Standard,150,STD_150,19,F,2,39473,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,C300_5,2,44149,44149,M252_300,NA,0,1,NA,NA,Standard_150_19,45754.444444444445,0.21096005635632525
Standard,150,STD_150,20,F,1,49303,0.922,0.8493,0.96,0.9216,0.0723,Infected,0,1,44.58608254,0,C300_6,1,48516,48516,M252_300,NA,14,0,0.00384,NA,Standard_150_20,45754.444444444445,-0.106708568277761
Standard,150,STD_150,20,F,2,41294,0.922,0.8493,0.96,0.9216,0.0723,Infected,0,1,44.58608254,0,C300_6,2,53469,53469,M252_300,NA,14,0,0.00384,NA,Standard_150_20,45754.444444444445,0.14653103195299774
Standard,150,STD_150,21,F,1,50947,1.344,1.8063,1.536,2.359296,0.553,Infected,0,1,30.92008368,9,C300_7,1,40640,40640,M281_300,2,NA,NA,NA,NA,Standard_150_21,45754.444444444445,-0.15356706192749295
Standard,150,STD_150,21,F,2,54413,1.344,1.8063,1.536,2.359296,0.553,Infected,0,1,30.92008368,9,C300_7,2,34503,NA,M281_300,2,NA,NA,NA,NA,Standard_150_21,45754.444444444445,-0.24759166081631895
Standard,150,STD_150,22,F,1,50774,1.229,1.5099,1.4976,2.24280576,0.7329,Infected,0,1,66.25,7,C300_8,1,33592,NA,M281_300,2,14,0,0.02688,11,Standard_150_22,45754.444444444445,-0.14870782744437042
Standard,150,STD_150,22,F,2,54285,1.229,1.5099,1.4976,2.24280576,0.7329,Infected,0,1,66.25,7,C300_8,2,32547,NA,M281_300,2,14,0,0.02688,11,Standard_150_22,45754.444444444445,-0.24422716050575635
Standard,150,STD_150,25,F,1,50761,0.96,0.9216,NA,NA,NA,Infected,0,1,80,4,NA,NA,NA,NA,NA,3,14,0,0.02496,12,Standard_150_25,45754.444444444445,-0.14834201410566147
Standard,150,STD_150,25,F,2,46095,0.96,0.9216,NA,NA,NA,Infected,0,1,80,4,NA,NA,NA,NA,NA,3,14,0,0.02496,12,Standard_150_25,45754.444444444445,-0.010593644172530918
Standard,150,STD_150,26,F,1,52642,1.171,1.3717,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,1,NA,NA,Standard_150_26,45754.444444444445,-0.20032192412356797
Standard,150,STD_150,26,F,2,50442,1.171,1.3717,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,1,NA,NA,Standard_150_26,45754.444444444445,-0.1393360400734697
Standard,150,STD_150,27,F,1,51100,1.248,1.5575,1.536,2.359296,0.8018,Exposed,1,0,0,0,NA,NA,NA,NA,NA,3,14,0,0.0288,NA,Standard_150_27,45754.444444444445,-0.15785080554267525
Standard,150,STD_150,27,F,2,52156,1.248,1.5575,1.536,2.359296,0.8018,Exposed,1,0,0,0,NA,NA,NA,NA,NA,3,14,0,0.0288,NA,Standard_150_27,45754.444444444445,-0.18707184890205686
Standard,150,STD_150,28,F,1,50444,1.229,1.5099,1.536,2.359296,0.8493,Infected,0,1,74.91194891,7,NA,NA,NA,NA,NA,3,14,0,0.03072,14,Standard_150_28,45754.444444444445,-0.13939268109120284
Standard,150,STD_150,28,F,2,53019,1.229,1.5099,1.536,2.359296,0.8493,Infected,0,1,74.91194891,7,NA,NA,NA,NA,NA,3,14,0,0.03072,14,Standard_150_28,45754.444444444445,-0.2105162950656909
Standard,150,STD_150,29,F,1,50897,1.21,1.4631,1.5552,2.41864704,0.9555,Infected,0,1,112.8922549,5,NA,NA,NA,NA,NA,3,14,0,0.03456,7,Standard_150_29,45754.444444444445,-0.15216435627635289
Standard,150,STD_150,29,F,2,43512,1.21,1.4631,1.5552,2.41864704,0.9555,Infected,0,1,112.8922549,5,NA,NA,NA,NA,NA,3,14,0,0.03456,7,Standard_150_29,45754.444444444445,0.07178881601303781
Standard,150,STD_150,30,F,1,48533,1.229,1.5099,1.5168,2.30068224,0.7907,Infected,0,1,50.33646456,5,NA,NA,NA,NA,NA,3,14,0,0.0288,13,Standard_150_30,45754.444444444445,-0.08422149372748004
Standard,150,STD_150,30,F,2,42404,1.229,1.5099,1.5168,2.30068224,0.7907,Infected,0,1,50.33646456,5,NA,NA,NA,NA,NA,3,14,0,0.0288,13,Standard_150_30,45754.444444444445,0.1086374798841925
Standard,300,STD_300,1,F,1,39331,1.248,1.5575,1.4784,2.18566656,0.6282,Infected,0,1,79.71020019,6,NA,NA,NA,NA,NA,1,14,0,0.02304,7,Standard_300_1,41108.11111111111,0.06313205808912202
Standard,300,STD_300,1,F,2,38545,1.248,1.5575,1.4784,2.18566656,0.6282,Infected,0,1,79.71020019,6,NA,NA,NA,NA,NA,1,14,0,0.02304,7,Standard_300_1,41108.11111111111,0.09197008965027897
Standard,300,STD_300,2,F,1,37667,1.344,1.8063,1.536,2.359296,0.553,Infected,0,1,102.8992267,7,NA,NA,NA,NA,NA,1,14,0,0.0192,7,Standard_300_2,41108.11111111111,0.12488724729117856
Standard,300,STD_300,2,F,2,40081,1.344,1.8063,1.536,2.359296,0.553,Infected,0,1,102.8992267,7,NA,NA,NA,NA,NA,1,14,0,0.0192,7,Standard_300_2,41108.11111111111,0.03614720871608507
Standard,300,STD_300,3,F,1,38468,1.248,1.5575,1.5168,2.30068224,0.7432,Infected,0,1,69.35882614,6,NA,NA,NA,NA,NA,1,14,0,0.02688,11,Standard_300_3,41108.11111111111,0.0948267511659791
Standard,300,STD_300,3,F,2,36591,1.248,1.5575,1.5168,2.30068224,0.7432,Infected,0,1,69.35882614,6,NA,NA,NA,NA,NA,1,14,0,0.02688,11,Standard_300_3,41108.11111111111,0.1662902059102998
Standard,300,STD_300,4,F,1,35169,1.325,1.7551,1.536,2.359296,0.6042,Infected,0,1,116.9347258,5,NA,NA,NA,NA,NA,1,14,0,0.02112,11,Standard_300_4,41108.11111111111,0.22291491415517115
Standard,300,STD_300,4,F,2,36825,1.325,1.7551,1.536,2.359296,0.6042,Infected,0,1,116.9347258,5,NA,NA,NA,NA,NA,1,14,0,0.02112,11,Standard_300_4,41108.11111111111,0.15718355759675257
Standard,300,STD_300,6,F,1,39831,1.171,1.3717,1.4208,2.01867264,0.647,Infected,0,1,125.1904915,7,NA,NA,NA,NA,NA,1,14,1,0.02496,9,Standard_300_6,41108.11111111111,0.04508564154935175
Standard,300,STD_300,6,F,2,40206,1.171,1.3717,1.4208,2.01867264,0.647,Infected,0,1,125.1904915,7,NA,NA,NA,NA,NA,1,14,1,0.02496,9,Standard_300_6,41108.11111111111,0.03169887778190293
Standard,300,STD_300,8,F,1,36323,1.306,1.7046,1.536,2.359296,0.6547,Infected,0,1,97.5198185,8,NA,NA,NA,NA,NA,1,14,0,0.02304,12,Standard_300_8,41108.11111111111,0.1767918617507212
Standard,300,STD_300,8,F,2,36896,1.306,1.7046,1.536,2.359296,0.6547,Infected,0,1,97.5198185,8,NA,NA,NA,NA,NA,1,14,0,0.02304,12,Standard_300_8,41108.11111111111,0.1544318693996746
Standard,300,STD_300,10,F,1,38232,1.114,1.2401,1.4592,2.12926464,0.8892,Infected,0,1,81.10652353,4,NA,NA,NA,NA,NA,3,14,0,0.03456,12,Standard_300_10,41108.11111111111,0.10361798770080545
