Genotype,Spore_level,Plate,Animal,Sex,Technical_Replicate,Flourometry_Reading,Length_mm,Size_mm2,Final_length_mm,Final_Size_mm2,Total_Growth,Infected_Uninfected,Susceptible,Infected,Spores_ul,Total_Fecundity,Control_Number,Control_Technical_Replicate,Control_Flour_Reading,USE_Control_Flour_Reading,Plate_Control,Sample,TimeTillDeathDays,Censured,Growth,Age_1st_clutch,Individual_ID,Control_mean,fr_sw
Midland 252,0,M252_0,23,F,2,42805,1.21,1.4631,NA,NA,NA,Control,1,0,0,5,NA,NA,NA,NA,NA,NA,12,1,NA,9,Midland 252_0_23,48714.333333333336,0.1847405536434047
Midland 252,0,M252_0,24,F,1,45317,1.114,1.2401,1.3056,1.70459136,0.4645,Control,1,0,0,5,NA,NA,NA,NA,NA,3,14,0,0.0192,8,Midland 252_0_24,48714.333333333336,0.10327295388008138
Midland 252,0,M252_0,24,F,2,46247,1.114,1.2401,1.3056,1.70459136,0.4645,Control,1,0,0,5,NA,NA,NA,NA,NA,3,14,0,0.0192,8,Midland 252_0_24,48714.333333333336,0.07425244107868481
Midland 252,0,M252_0,25,F,1,36867,1.19,1.4171,1.4976,2.24280576,0.8258,Control,1,0,0,8,NA,NA,NA,NA,NA,3,14,0,0.03072,11,Midland 252_0_25,48714.333333333336,0.39808066253466057
Midland 252,0,M252_0,25,F,2,40680,1.19,1.4171,1.4976,2.24280576,0.8258,Control,1,0,0,8,NA,NA,NA,NA,NA,3,14,0,0.03072,11,Midland 252_0_25,48714.333333333336,0.25748104937781885
Midland 252,0,M252_0,26,F,1,43254,1.21,1.4631,1.5552,2.41864704,0.9555,Control,1,0,0,7,NA,NA,NA,NA,NA,3,14,0,0.03456,11,Midland 252_0_26,48714.333333333336,0.1698337015633367
Midland 252,0,M252_0,26,F,2,42975,1.21,1.4631,1.5552,2.41864704,0.9555,Control,1,0,0,7,NA,NA,NA,NA,NA,3,14,0,0.03456,11,Midland 252_0_26,48714.333333333336,0.17907822067988474
Midland 252,0,M252_0,27,F,1,45261,1.286,1.6548,1.536,2.359296,0.7045,Control,1,0,0,9,NA,NA,NA,NA,NA,3,14,0,0.02496,8,Midland 252_0_27,48714.333333333336,0.10503938745540747
Midland 252,0,M252_0,27,F,2,43503,1.286,1.6548,1.536,2.359296,0.7045,Control,1,0,0,9,NA,NA,NA,NA,NA,3,14,0,0.02496,8,Midland 252_0_27,48714.333333333336,0.16163343501566355
Midland 252,0,M252_0,28,F,1,50447,NA,NA,NA,NA,0,Control,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,Midland 252_0_28,48714.333333333336,-0.04992853495719024
Midland 252,0,M252_0,28,F,2,48905,NA,NA,NA,NA,0,Control,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,Midland 252_0_28,48714.333333333336,-0.005580478568034171
Midland 252,0,M252_0,29,F,1,44812,1.325,1.7551,1.536,2.359296,0.6042,Control,1,0,0,6,NA,NA,NA,NA,NA,3,14,0,0.02112,8,Midland 252_0_29,48714.333333333336,0.11928192149765056
Midland 252,0,M252_0,29,F,2,46995,1.325,1.7551,1.536,2.359296,0.6042,Control,1,0,0,6,NA,NA,NA,NA,NA,3,14,0,0.02112,8,Midland 252_0_29,48714.333333333336,0.051331560960810874
Midland 252,0,M252_0,30,F,1,32675,1.613,2.6011,NA,NA,NA,Control,1,0,0,4,NA,NA,NA,NA,NA,NA,4,1,NA,9,Midland 252_0_30,48714.333333333336,0.5705186374779239
Midland 252,0,M252_0,30,F,2,32622,1.613,2.6011,NA,NA,NA,Control,1,0,0,4,NA,NA,NA,NA,NA,NA,4,1,NA,9,Midland 252_0_30,48714.333333333336,0.572837711932848
Midland 252,150,M252_150,1,F,1,44300,1.248,1.5575,1.5168,2.30068224,0.7432,Exposed,1,0,0,4,NA,NA,NA,NA,NA,1,14,0,0.02688,9,Midland 252_150_1,50074,0.17502462036636487
Midland 252,150,M252_150,1,F,2,42958,1.248,1.5575,1.5168,2.30068224,0.7432,Exposed,1,0,0,4,NA,NA,NA,NA,NA,1,14,0,0.02688,9,Midland 252_150_1,50074,0.21897002446496266
Midland 252,150,M252_150,2,F,1,46585,1.382,1.911,1.536,2.359296,0.4483,Exposed,1,0,0,7,NA,NA,NA,NA,NA,2,14,0,0.01536,9,Midland 252_150_2,50074,0.10317615772165296
Midland 252,150,M252_150,2,F,2,44326,1.382,1.911,1.536,2.359296,0.4483,Exposed,1,0,0,7,NA,NA,NA,NA,NA,2,14,0,0.01536,9,Midland 252_150_2,50074,0.1741864271000904
Midland 252,150,M252_150,3,F,1,48229,0.768,0.5898,1.4976,2.24280576,1.653,infected,0,1,171.2537549,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,Midland 252_150_3,50074,0.05363058774944993
Midland 252,150,M252_150,3,F,2,44854,0.768,0.5898,1.4976,2.24280576,1.653,infected,0,1,171.2537549,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,Midland 252_150_3,50074,0.1572702008620688
Midland 252,150,M252_150,4,F,1,36508,1.286,1.6548,1.5936,2.53956096,0.8847,Exposed,1,0,0,8,NA,NA,NA,NA,NA,2,14,0,0.03072,9,Midland 252_150_4,50074,0.4513864237898777
Midland 252,150,M252_150,4,F,2,41983,1.286,1.6548,1.5936,2.53956096,0.8847,Exposed,1,0,0,8,NA,NA,NA,NA,NA,2,14,0,0.03072,9,Midland 252_150_4,50074,0.2517673383816426
Midland 252,150,M252_150,5,F,1,39359,1.267,1.6058,1.5168,2.30068224,0.6949,Exposed,1,0,0,8,NA,NA,NA,NA,NA,2,14,0,0.02496,7,Midland 252_150_5,50074,0.34396749421472633
Midland 252,150,M252_150,5,F,2,42275,1.267,1.6058,1.5168,2.30068224,0.6949,Exposed,1,0,0,8,NA,NA,NA,NA,NA,2,14,0,0.02496,7,Midland 252_150_5,50074,0.24186573788985918
Midland 252,150,M252_150,6,F,1,48926,0.826,0.6816,1.44,2.0736,1.392,Exposed,1,0,0,0,NA,NA,NA,NA,NA,2,14,0,0.06144,NA,Midland 252_150_6,50074,0.03313279826593322
Midland 252,150,M252_150,6,F,2,51066,0.826,0.6816,1.44,2.0736,1.392,Exposed,1,0,0,0,NA,NA,NA,NA,NA,2,14,0,0.06144,NA,Midland 252_150_6,50074,-0.028024289164762357
Midland 252,150,M252_150,7,F,1,39697,1.267,1.6058,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,7,1,NA,10,Midland 252_150_7,50074,0.33175184745763014
Midland 252,150,M252_150,7,F,2,41363,1.267,1.6058,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,7,1,NA,10,Midland 252_150_7,50074,0.2730216426981349
Midland 252,150,M252_150,8,F,1,43235,1.344,1.8063,1.632,2.663424,0.8571,Exposed,1,0,0,14,NA,NA,NA,NA,NA,3,14,0,0.0288,8,Midland 252_150_8,50074,0.20978794127878822
Midland 252,150,M252_150,8,F,2,43736,1.344,1.8063,1.632,2.663424,0.8571,Exposed,1,0,0,14,NA,NA,NA,NA,NA,3,14,0,0.0288,8,Midland 252_150_8,50074,0.19332907102121036
Midland 252,150,M252_150,9,F,1,31655,1.344,1.8063,1.5168,2.30068224,0.4943,Exposed,1,0,0,9,NA,NA,NA,NA,NA,1,14,0,0.01728,8,Midland 252_150_9,50074,0.655151139016365
Midland 252,150,M252_150,9,F,2,36184,1.344,1.8063,1.5168,2.30068224,0.4943,Exposed,1,0,0,9,NA,NA,NA,NA,NA,1,14,0,0.01728,8,Midland 252_150_9,50074,0.4641212559028619
Midland 252,150,M252_150,10,F,1,49533,1.056,1.1151,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,1,NA,NA,Midland 252_150_10,50074,0.015518281699628758
Midland 252,150,M252_150,10,F,2,47544,1.056,1.1151,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,1,NA,NA,Midland 252_150_10,50074,0.07406616177597991
Midland 252,150,M252_150,11,F,1,44751,1.056,1.1151,NA,NA,NA,Infected,0,1,0,3,NA,NA,NA,NA,NA,NA,14,1,NA,NA,Midland 252_150_11,50074,0.16055445781091754
Midland 252,150,M252_150,11,F,2,47924,1.056,1.1151,NA,NA,NA,Infected,0,1,0,3,NA,NA,NA,NA,NA,NA,14,1,NA,NA,Midland 252_150_11,50074,0.06269355504270399
Midland 252,150,M252_150,12,F,1,43352,1.248,1.5575,NA,NA,NA,Infected,0,1,0,4,NA,NA,NA,NA,NA,NA,14,1,NA,9,Midland 252_150_12,50074,0.20592724720533187
Midland 252,150,M252_150,12,F,2,42822,1.248,1.5575,NA,NA,NA,infected,0,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midland 252_150_12,50074,0.22349988870080006
Midland 252,150,M252_150,13,F,1,47585,1.229,1.5099,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,8,1,NA,9,Midland 252_150_13,50074,0.07283475111891245
Midland 252,150,M252_150,13,F,2,43848,1.229,1.5099,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,8,1,NA,9,Midland 252_150_13,50074,0.18967543366247164
Midland 252,150,M252_150,14,F,1,40588,1.248,1.5575,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,1,NA,NA,Midland 252_150_14,50074,0.30004207841529834
Midland 252,150,M252_150,14,F,2,41372,1.248,1.5575,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,1,NA,NA,Midland 252_150_14,50074,0.2727108397028402
Midland 252,150,M252_150,15,F,1,44787,1.19,1.4171,1.44,2.0736,0.6565,Infected,0,1,66.19417476,7,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,Midland 252_150_15,50074,0.15940570366854642
Midland 252,150,M252_150,15,F,2,48217,1.19,1.4171,1.44,2.0736,0.6565,Infected,0,1,66.19417476,7,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,Midland 252_150_15,50074,0.053986079055078344
Midland 252,150,M252_150,16,F,1,43123,1.325,1.7551,1.4976,2.24280576,0.4877,Exposed,1,0,0,12,NA,NA,NA,NA,NA,NA,14,0,0.01728,8,Midland 252_150_16,50074,0.21349344834721892
Midland 252,150,M252_150,16,F,2,40975,1.325,1.7551,1.4976,2.24280576,0.4877,Exposed,1,0,0,12,NA,NA,NA,NA,NA,NA,14,0,0.01728,8,Midland 252_150_16,50074,0.2864854095395029
Midland 252,150,M252_150,17,F,1,44117,1.21,1.4631,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midland 252_150_17,50074,0.18093816515375521
Midland 252,150,M252_150,17,F,2,48284,1.21,1.4631,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midland 252_150_17,50074,0.052002383526663774
Midland 252,150,M252_150,18,F,1,47266,1.056,1.1151,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,1,NA,NA,Midland 252_150_18,50074,0.08244384335635849
Midland 252,150,M252_150,18,F,2,45035,1.056,1.1151,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,1,NA,NA,Midland 252_150_18,50074,0.15151706581691302
Midland 252,150,M252_150,19,F,1,42044,1.018,1.0355,1.5936,2.53956096,1.5041,Exposed,1,0,0,5,NA,NA,NA,NA,NA,3,14,0,0.0576,19,Midland 252_150_19,50074,0.24969317478062486
Midland 252,150,M252_150,19,F,2,41403,1.018,1.0355,1.5936,2.53956096,1.5041,Exposed,1,0,0,5,NA,NA,NA,NA,NA,3,14,0,0.0576,19,Midland 252_150_19,50074,0.2716408133336182
Midland 252,150,M252_150,20,F,1,38034,1.248,1.5575,1.536,2.359296,0.8018,Infected,0,1,0,9,NA,NA,NA,NA,NA,1,14,0,0.0288,9,Midland 252_150_20,50074,0.39288773539637295
Midland 252,150,M252_150,20,F,2,43197,1.248,1.5575,1.536,2.359296,0.8018,Infected,0,1,0,9,NA,NA,NA,NA,NA,1,14,0,0.0288,9,Midland 252_150_20,50074,0.2110440898761461
Midland 252,150,M252_150,21,F,1,36606,1.267,1.6058,1.4592,2.12926464,0.5235,Infected,0,1,0,6,NA,NA,NA,NA,NA,1,14,0,0.0192,9,Midland 252_150_21,50074,0.44755678558539286
Midland 252,150,M252_150,21,F,2,38070,1.267,1.6058,1.4592,2.12926464,0.5235,Infected,0,1,0,6,NA,NA,NA,NA,NA,1,14,0,0.0192,9,Midland 252_150_21,50074,0.39153620130448497
Midland 252,150,M252_150,22,F,1,47758,1.286,1.6548,1.44,2.0736,0.4188,Infected,0,1,0,5,NA,NA,NA,NA,NA,1,14,0,0.01536,9,Midland 252_150_22,50074,0.06765045592417991
Midland 252,150,M252_150,22,F,2,48784,1.286,1.6548,1.44,2.0736,0.4188,Infected,0,1,0,5,NA,NA,NA,NA,NA,1,14,0,0.01536,9,Midland 252_150_22,50074,0.037285030088066176
Midland 252,150,M252_150,23,F,1,51497,1.248,1.5575,1.4976,2.24280576,0.6853,Exposed,1,0,0,9,NA,NA,NA,NA,NA,NA,14,0,0.02496,11,Midland 252_150_23,50074,-0.040030917483174513
Midland 252,150,M252_150,23,F,2,50036,1.248,1.5575,1.4976,2.24280576,0.6853,Exposed,1,0,0,9,NA,NA,NA,NA,NA,NA,14,0,0.02496,11,Midland 252_150_23,50074,0.0010845213643577432
Midland 252,150,M252_150,24,F,1,49465,1.037,1.075,NA,NA,NA,Infected,0,1,0,2,NA,NA,NA,NA,NA,NA,14,0,NA,14,Midland 252_150_24,50074,0.017480803617656387
Midland 252,150,M252_150,24,F,2,45762,1.037,1.075,NA,NA,NA,Infected,0,1,0,2,NA,NA,NA,NA,NA,NA,14,0,NA,14,Midland 252_150_24,50074,0.1286397984248413
Midland 252,150,M252_150,25,F,1,44274,1.19,1.4171,1.5936,2.53956096,1.1225,Infected,0,1,97.61762115,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,Midland 252_150_25,50074,0.17586330571894382
Midland 252,150,M252_150,25,F,2,48566,1.19,1.4171,1.5936,2.53956096,1.1225,Infected,0,1,97.61762115,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,Midland 252_150_25,50074,0.043683162435248765
Midland 252,150,M252_150,26,F,1,46355,1.229,1.5099,1.44,2.0736,0.5637,Exposed,1,0,0,10,NA,NA,NA,NA,NA,3,14,0,0.02112,9,Midland 252_150_26,50074,0.1102467860694281
Midland 252,150,M252_150,26,F,2,46566,1.229,1.5099,1.44,2.0736,0.5637,Exposed,1,0,0,10,NA,NA,NA,NA,NA,3,14,0,0.02112,9,Midland 252_150_26,50074,0.10375892886784069
Midland 252,150,M252_150,27,F,1,46570,1.286,1.6548,1.4976,2.24280576,0.588,Infected,0,1,0,5,NA,NA,NA,NA,NA,1,14,0,0.02112,8,Midland 252_150_27,50074,0.10363622044751361
Midland 252,150,M252_150,27,F,2,47553,1.286,1.6548,1.4976,2.24280576,0.588,Infected,0,1,0,5,NA,NA,NA,NA,NA,1,14,0,0.02112,8,Midland 252_150_27,50074,0.07379576117668593
Midland 252,150,M252_150,28,F,1,44289,1.229,1.5099,1.5168,2.30068224,0.7907,Exposed,0,1,49.07301173,5,NA,NA,NA,NA,NA,3,14,0,0.0288,9,Midland 252_150_28,50074,0.1753793886964068
Midland 252,150,M252_150,28,F,2,46754,1.229,1.5099,1.5168,2.30068224,0.7907,Exposed,0,1,49.07301173,5,NA,NA,NA,NA,NA,3,14,0,0.0288,9,Midland 252_150_28,50074,0.09800299676528462
Midland 252,150,M252_150,29,F,1,49936,1.286,1.6548,1.5552,2.41864704,0.7638,Infected,0,1,0,5,NA,NA,NA,NA,NA,1,14,0,0.02688,11,Midland 252_150_29,50074,0.003942465398745182
Midland 252,150,M252_150,29,F,2,48067,1.286,1.6548,1.5552,2.41864704,0.7638,Infected,0,1,0,5,NA,NA,NA,NA,NA,1,14,0,0.02688,11,Midland 252_150_29,50074,0.058437200480131526
Midland 252,150,M252_150,30,F,1,51124,0.922,0.8493,1.4784,2.18566656,1.3363,Exposed,1,0,0,4,NA,NA,NA,NA,NA,3,14,0,0.05568,14,Midland 252_150_30,50074,-0.029645918517032206
Midland 252,150,M252_150,30,F,2,50937,0.922,0.8493,1.4784,2.18566656,1.3363,Exposed,1,0,0,4,NA,NA,NA,NA,NA,3,14,0,0.05568,14,Midland 252_150_30,50074,-0.024410948134912975
Midland 252,300,M252_300,1,F,1,47333,1.114,1.2401,1.4976,2.24280576,1.0027,Exposed,1,0,0,10,NA,NA,NA,NA,NA,1,14,0,0.0384,10,Midland 252_300_1,46208.28571428572,-0.03435514311768162
Midland 252,300,M252_300,1,F,2,39005,1.114,1.2401,1.4976,2.24280576,1.0027,Exposed,1,0,0,10,NA,NA,NA,NA,NA,1,14,0,0.0384,10,Midland 252_300_1,46208.28571428572,0.2420989763316851
